outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,DEC 2021,202152,5-11,all_types,15673,2420187,137434,15698704,647.594586699,875.448062464,1.351845862,,,,0
case,DEC 2021,202152,12-17,all_types,87983,9231403,99241,7388913,953.083729526,1343.106895426,1.409222352,,,,0
case,DEC 2021,202152,18-29,all_types,332081,21550047,367816,13834769,1540.975757501,2658.634921913,1.725293152,,,,0
case,DEC 2021,202152,30-49,all_types,541215,40392499,457369,14993928,1339.889864205,3050.361452983,2.276576258,,,,1
case,DEC 2021,202152,50-64,all_types,318491,33724631,188162,7414280.650000001,944.386908192,2537.832176612,2.687280133,,,,1
case,DEC 2021,202152,65-79,all_types,126449,25132871.1,65163,2391479.2,503.121985136,2724.798944519,5.415781908,,,,1
case,DEC 2021,202152,80+,all_types,31399,7316916,16780,1126396.9,429.128884355,1489.705804411,3.471464771,,,,1
case,DEC 2021,202152,all_ages_adj,all_types,1453291,139768554.1,1331965,62848470.75,1039.783955238,2119.32762103,2.038238434,1082.466691006,2414.504504953,2.230557785,1
case,DEC 2021,202152,all_ages_adj,Janssen,105072,10931641,1331965,62848470.75,961.173166956,2119.32762103,2.204938396,867.447912882,2414.504504953,2.783457622,1
case,DEC 2021,202152,all_ages_adj,Moderna,456227,49906663,1331965,62848470.75,914.160499972,2119.32762103,2.318332088,994.669360666,2414.504504953,2.427444335,1
case,DEC 2021,202152,all_ages_adj,Pfizer,890976,78833624,1331965,62848470.75,1130.197947008,2119.32762103,1.875182685,1154.261064797,2414.504504953,2.091818375,1
case,JAN 2022,202201,5-11,all_types,36025,2741208,268962,15378490,1314.201622059,1748.949344181,1.330807476,,,,0
case,JAN 2022,202201,12-17,all_types,169498,9299202,178593,7281325,1822.715540538,2452.754134721,1.345659309,,,,0
case,JAN 2022,202201,18-29,all_types,453025,21674035,473192,13604616,2090.173795512,3478.172408541,1.664058949,,,,0
case,JAN 2022,202201,30-49,all_types,710383,40563289,587396,14714523,1751.295364634,3991.947275491,2.279425479,,,,1
case,JAN 2022,202201,50-64,all_types,427014,33827711,257555,7264320.05,1262.320113826,3545.479800274,2.808701027,,,,1
case,JAN 2022,202201,65-79,all_types,174037,25177463.7,90918,2355365.2,691.241191225,3860.038349892,5.584213439,,,,1
case,JAN 2022,202201,80+,all_types,46052,7328848,25873,1113895.9,628.366149769,2322.748472276,3.696488859,,,,1
case,JAN 2022,202201,all_ages_adj,all_types,2016034,140611756.7,1882489,61712535.15,1433.759201445,3050.415925102,2.127565021,1543.061382689,3369.222957488,2.183466578,1
case,JAN 2022,202201,all_ages_adj,Janssen,143071,10977285,1882489,61712535.15,1303.336845131,3050.415925102,2.34046627,1239.54828805,3369.222957488,2.71810545,1
case,JAN 2022,202201,all_ages_adj,Moderna,625498,50068402,1882489,61712535.15,1249.286925514,3050.415925102,2.441725646,1412.092224648,3369.222957488,2.385979399,1
case,JAN 2022,202201,all_ages_adj,Pfizer,1245653,79469640,1882489,61712535.15,1567.457710894,3050.415925102,1.946091371,1618.610794334,3369.222957488,2.08155226,1
case,JAN 2022,202202,5-11,all_types,41867,3020089,283358,15059869,1386.283649257,1881.543591116,1.357257292,,,,0
case,JAN 2022,202202,12-17,all_types,165028,9362604,199112,7162530,1762.629285613,2779.911567561,1.577139101,,,,0
case,JAN 2022,202202,18-29,all_types,320008,21784158,363499,13355811,1468.994119488,2721.654267195,1.852733262,,,,0
case,JAN 2022,202202,30-49,all_types,572528,40712065,493903,14414078,1406.285827064,3426.532033475,2.436582925,,,,1
case,JAN 2022,202202,50-64,all_types,353253,33912989,225211,7122788.05,1041.645134848,3161.837730101,3.035426965,,,,1
case,JAN 2022,202202,65-79,all_types,159285,25210084.7,85062,2323612.1,631.830483299,3660.765925604,5.793905205,,,,1
case,JAN 2022,202202,80+,all_types,44239,7337029,25534,1102240.95,602.955228881,2316.553381545,3.841998992,,,,1
case,JAN 2022,202202,all_ages_adj,all_types,1656208,141339018.7,1675679,60540929.1,1171.798145504,2767.844869431,2.362049198,1282.860029152,3016.23765899,2.351182195,1
case,JAN 2022,202202,all_ages_adj,Janssen,118510,11011942,1675679,60540929.1,1076.195279634,2767.844869431,2.571879771,999.856548365,3016.23765899,3.016670405,1
case,JAN 2022,202202,all_ages_adj,Moderna,516398,50195499,1675679,60540929.1,1028.773516127,2767.844869431,2.69043169,1263.671246058,3016.23765899,2.386884776,1
case,JAN 2022,202202,all_ages_adj,Pfizer,1019612,80035896,1675679,60540929.1,1273.943381605,2767.844869431,2.172659248,1322.737640272,3016.23765899,2.280299258,1
case,JAN 2022,202203,5-11,all_types,38538,3325500,212422,14787392,1158.863328823,1436.507532904,1.239583217,,,,0
case,JAN 2022,202203,12-17,all_types,113983,9443217,141459,7046740,1207.035695569,2007.438900825,1.663114776,,,,0
case,JAN 2022,202203,18-29,all_types,219691,21906596,257778,13154472,1002.853204578,1959.622552695,1.954047256,,,,1
case,JAN 2022,202203,30-49,all_types,434550,40875312,374932,14181547,1063.111151298,2643.801836288,2.48685364,,,,1
case,JAN 2022,202203,50-64,all_types,264075,34002148,174169,7021498.05,776.642110963,2480.510551448,3.19389139,,,,1
case,JAN 2022,202203,65-79,all_types,130700,25244184.7,70905,2298641.1,517.743003203,3084.648577805,5.957875932,,,,1
case,JAN 2022,202203,80+,all_types,38263,7345354,22273,1093121.95,520.914308555,2037.55857249,3.911504328,,,,1
case,JAN 2022,202203,all_ages_adj,all_types,1239800,142142311.7,1253938,59583412.1,872.224452503,2104.508546599,2.412806177,956.5115096,2330.271421691,2.436218904,1
case,JAN 2022,202203,all_ages_adj,Janssen,89870,11050806,1253938,59583412.1,813.243848458,2104.508546599,2.587795224,764.340988044,2330.271421691,3.048732775,1
case,JAN 2022,202203,all_ages_adj,Moderna,399160,50343681,1253938,59583412.1,792.87011214,2104.508546599,2.654291686,942.871593666,2330.271421691,2.471462114,1
case,JAN 2022,202203,all_ages_adj,Pfizer,749556,80653057,1253938,59583412.1,929.358449488,2104.508546599,2.264474539,973.556824131,2330.271421691,2.393564879,1
case,JAN 2022,202204,5-11,all_types,27403,3641038,132691,14578734,752.615050983,910.168194303,1.209340941,,,,0
case,JAN 2022,202204,12-17,all_types,62795,9535414,81978,6955250,658.545082573,1178.649221811,1.789777576,,,,0
case,JAN 2022,202204,18-29,all_types,130396,22032515,163148,12981071,591.834386587,1256.81463417,2.123591773,,,,1
case,JAN 2022,202204,30-49,all_types,264602,41041831,239597,13984531,644.712951525,1713.300217219,2.657462074,,,,1
case,JAN 2022,202204,50-64,all_types,170393,34091104,121278,6936888.05,499.816609049,1748.305567653,3.4978941,,,,1
case,JAN 2022,202204,65-79,all_types,94980,25277916.7,54971,2276598,375.742989928,2414.611626646,6.426232003,,,,1
case,JAN 2022,202204,80+,all_types,28820,7353802,17766,1085244.95,391.906118767,1637.049773878,4.17714778,,,,1
case,JAN 2022,202204,all_ages_adj,all_types,779389,142973620.7,811429,58798317,545.127832802,1380.020792092,2.531554452,589.504349485,1569.852127461,2.663003469,1
case,JAN 2022,202204,all_ages_adj,Janssen,56997,11093744,811429,58798317,513.776052521,1380.020792092,2.686035648,555.702501653,1569.852127461,2.824986612,1
case,JAN 2022,202204,all_ages_adj,Moderna,256876,50488869,811429,58798317,508.777489153,1380.020792092,2.712425022,565.63644444,1569.852127461,2.775373021,1
case,JAN 2022,202204,all_ages_adj,Pfizer,464790,81297040,811429,58798317,571.7182323,1380.020792092,2.413812809,597.996780815,1569.852127461,2.625184914,1
case,FEB 2022,202205,5-11,all_types,16751,3891621,69169,14431228,430.437599139,479.300860606,1.113519966,,,,0
case,FEB 2022,202205,12-17,all_types,31639,9619743,41393,6885906,328.896520416,601.126416771,1.82770683,,,,0
case,FEB 2022,202205,18-29,all_types,68633,22141729,85671,12845396,309.971276408,666.939345428,2.151616605,,,,1
case,FEB 2022,202205,30-49,all_types,142165,41183150,127193,13832338,345.20186047,919.533631986,2.663756304,,,,1
case,FEB 2022,202205,50-64,all_types,94199,34164977,68251,6877973.700000001,275.718025509,992.312605092,3.599012445,,,,1
case,FEB 2022,202205,65-79,all_types,58717,25304967.7,34177,2261635,232.037442988,1511.163384012,6.512584196,,,,1
case,FEB 2022,202205,80+,all_types,19539,7360637,11878,1079609.95,265.452568847,1100.212164588,4.144665728,,,,1
case,FEB 2022,202205,all_ages_adj,all_types,431643,143666824.7,437732,58214086.65,300.447233313,751.934841187,2.502718474,321.668159475,875.467572889,2.721648218,1
case,FEB 2022,202205,all_ages_adj,Janssen,31361,11124910,437732,58214086.65,281.898909744,751.934841187,2.667391803,267.358462535,875.467572889,3.274508555,1
case,FEB 2022,202205,all_ages_adj,Moderna,144016,50611788,437732,58214086.65,284.55031069,751.934841187,2.642537411,343.197553706,875.467572889,2.550914374,1
case,FEB 2022,202205,all_ages_adj,Pfizer,255766,81836826,437732,58214086.65,312.531671255,751.934841187,2.405947654,325.975688084,875.467572889,2.685683641,1
case,FEB 2022,202206,5-11,all_types,10515,4165908,36693,14287142,252.405958077,256.825332876,1.017508996,,,,0
case,FEB 2022,202206,12-17,all_types,17520,9707504,22019,6819322,180.478936707,322.891337291,1.78908045,,,,0
case,FEB 2022,202206,18-29,all_types,40454,22251647,48759,12728332,181.802272883,383.074545824,2.107094371,,,,1
case,FEB 2022,202206,30-49,all_types,82857,41323265,71418,13695137,200.509325679,521.484377995,2.600798622,,,,1
case,FEB 2022,202206,50-64,all_types,56367,34234280,40119,6828402.700000001,164.650753572,587.531253832,3.568348405,,,,1
case,FEB 2022,202206,65-79,all_types,38155,25329641.7,22680,2247497,150.633792818,1009.122592822,6.699178013,,,,1
case,FEB 2022,202206,80+,all_types,13624,7366620,7931,1074432.95,184.942348051,738.156810995,3.991280628,,,,1
case,FEB 2022,202206,all_ages_adj,all_types,259492,144378865.7,249619,57680265.65,179.729906273,432.763263461,2.407853386,189.841402319,517.294690554,2.724878157,1
case,FEB 2022,202206,all_ages_adj,Janssen,18761,11151268,249619,57680265.65,168.240956993,432.763263461,2.572282464,155.991890961,517.294690554,3.316163984,1
case,FEB 2022,202206,all_ages_adj,Moderna,86864,50722809,249619,57680265.65,171.252345271,432.763263461,2.527050142,173.60958492,517.294690554,2.979643611,1
case,FEB 2022,202206,all_ages_adj,Pfizer,153526,82412097,249619,57680265.65,186.290612166,432.763263461,2.3230546,193.294737679,517.294690554,2.676196449,1
case,FEB 2022,202207,5-11,all_types,6173,4426291,18455,14189522,139.462136583,130.060758918,0.932588315,,,,0
case,FEB 2022,202207,12-17,all_types,9832,9791851,11567,6772458,100.410024621,170.794709986,1.700972693,,,,0
case,FEB 2022,202207,18-29,all_types,24556,22363858,29153,12633491,109.802163831,230.759653052,2.101594768,,,,1
case,FEB 2022,202207,30-49,all_types,47342,41462371,39757,13586478,114.180638633,292.621825907,2.562797243,,,,1
case,FEB 2022,202207,50-64,all_types,32736,34298581,22765,6791680.700000001,95.444181787,335.189491461,3.51189025,,,,1
case,FEB 2022,202207,65-79,all_types,23347,25351132.7,13482,2237717,92.094504322,602.489054693,6.542073918,,,,1
case,FEB 2022,202207,80+,all_types,8757,7371949,4945,1070365.95,118.788125094,461.99152729,3.889206324,,,,1
case,FEB 2022,202207,all_ages_adj,all_types,152743,145066033.7,140124,57281712.65,105.292049492,244.622574147,2.323276784,109.881047577,296.701980803,2.700210704,1
case,FEB 2022,202207,all_ages_adj,Janssen,10758,11172943,140124,57281712.65,96.286179926,244.622574147,2.540578246,81.417077474,296.701980803,3.644222932,1
case,FEB 2022,202207,all_ages_adj,Moderna,51893,50834313,140124,57281712.65,102.082622814,244.622574147,2.396319446,106.749135203,296.701980803,2.779432173,1
case,FEB 2022,202207,all_ages_adj,Pfizer,89893,82966605,140124,57281712.65,108.348413196,244.622574147,2.257740256,111.62717092,296.701980803,2.657972771,1
case,FEB 2022,202208,5-11,all_types,3291,4656907,9154,14093905,70.669223156,64.950061747,0.919071398,,,,0
case,FEB 2022,202208,12-17,all_types,4848,9870557,5866,6728297,49.115769252,87.184022941,1.775071922,,,,0
case,FEB 2022,202208,18-29,all_types,15317,22472251,17539,12550952,68.159616053,139.742387669,2.050222636,,,,1
case,FEB 2022,202208,30-49,all_types,28408,41593209,23480,13492485.85,68.299611122,174.022787654,2.547932335,,,,1
case,FEB 2022,202208,50-64,all_types,19945,34357388,13455,6759475.700000001,58.051560846,199.053899994,3.428915555,,,,1
case,FEB 2022,202208,65-79,all_types,15015,25370976.7,8259,2229245.8,59.181797286,370.484044424,6.260101271,,,,1
case,FEB 2022,202208,80+,all_types,5885,7376834,3331,1067069.95,79.776771444,312.163227912,3.912958901,,,,1
case,FEB 2022,202208,all_ages_adj,all_types,92709,145698122.7,81084,56921431.3,63.630881635,142.448983007,2.238676871,64.61344138,176.69766105,2.734688902,1
case,FEB 2022,202208,all_ages_adj,Janssen,6253,11192821,81084,56921431.3,55.866166358,142.448983007,2.549825633,45.718584458,176.69766105,3.8648979,1
case,FEB 2022,202208,all_ages_adj,Moderna,31804,50955849,81084,56921431.3,62.414817188,142.448983007,2.282294324,65.39894092,176.69766105,2.701842852,1
case,FEB 2022,202208,all_ages_adj,Pfizer,54564,83457867,81084,56921431.3,65.379097216,142.448983007,2.178815387,66.618798459,176.69766105,2.652369378,1
case,MAR 2022,202209,5-11,all_types,2863,4832266,6222,14017472,59.247566256,44.387461591,0.749186243,,,,0
case,MAR 2022,202209,12-17,all_types,3812,9934061,4151,6691111,38.373027909,62.03753009,1.616696244,,,,0
case,MAR 2022,202209,18-29,all_types,11489,22566745,11786,12477027,50.911196985,94.461605317,1.855419061,,,,1
case,MAR 2022,202209,30-49,all_types,20092,41704245,15401,13414054.85,48.177349812,114.812412594,2.383120139,,,,1
case,MAR 2022,202209,50-64,all_types,14241,34405551,9260,6732062.700000001,41.391576609,137.550709384,3.323157044,,,,1
case,MAR 2022,202209,65-79,all_types,10753,25387853.7,5807,2221825.8,42.354899816,261.3616243,6.170752981,,,,1
case,MAR 2022,202209,80+,all_types,4151,7381220,2193,1063938.95,56.237315782,206.120849321,3.665197146,,,,1
case,MAR 2022,202209,all_ages_adj,all_types,67401,146211941.7,54820,56617492.3,46.098149861,96.825199727,2.100414008,47.575776682,120.254737558,2.527646335,1
case,MAR 2022,202209,all_ages_adj,Janssen,4471,11212725,54820,56617492.3,39.874339199,96.825199727,2.428258416,31.989913812,120.254737558,3.759145406,1
case,MAR 2022,202209,all_ages_adj,Moderna,22681,51053500,54820,56617492.3,44.425945332,96.825199727,2.179474156,44.116071091,120.254737558,2.725871425,1
case,MAR 2022,202209,all_ages_adj,Pfizer,40181,83854623,54820,56617492.3,47.91745352,96.825199727,2.020666638,49.152213737,120.254737558,2.44657826,1
case,MAR 2022,202210,5-11,all_types,2257,4969358,4407,13959150,45.418341766,31.570690192,0.695108825,,,,0
case,MAR 2022,202210,12-17,all_types,2785,9986978,2867,6662763,27.886313558,43.030196331,1.543057896,,,,0
case,MAR 2022,202210,18-29,all_types,8782,22645098,8229,12418122,38.781020069,66.266058588,1.70872397,,,,1
case,MAR 2022,202210,30-49,all_types,15258,41794232,10743,13352505.2,36.50743002,80.456811955,2.203847598,,,,1
case,MAR 2022,202210,50-64,all_types,10336,34444748,6250,6710779.700000001,30.007477482,93.133738245,3.10368435,,,,1
case,MAR 2022,202210,65-79,all_types,7768,25401768.7,3785,2216166.8,30.580547724,170.790393575,5.584935728,,,,1
case,MAR 2022,202210,80+,all_types,2937,7384819,1484,1061626.95,39.770778404,139.785449117,3.514777802,,,,1
case,MAR 2022,202210,all_ages_adj,all_types,50123,146627001.7,37765,56381113.65,34.184017554,66.981649626,1.95944346,35.561731765,82.365779739,2.316135229,1
case,MAR 2022,202210,all_ages_adj,Janssen,3185,11228563,37765,56381113.65,28.365161241,66.981649626,2.361405566,24.946402391,82.365779739,3.301709739,1
case,MAR 2022,202210,all_ages_adj,Moderna,16618,51127601,37765,56381113.65,32.502991877,66.981649626,2.060784123,51.026354008,82.365779739,1.614181169,1
case,MAR 2022,202210,all_ages_adj,Pfizer,30255,84179862,37765,56381113.65,35.940899974,66.981649626,1.86366089,37.050799449,82.365779739,2.223050001,1
case,MAR 2022,202211,5-11,all_types,2208,5077976,3947,13907566,43.48189121,28.380235621,0.652690921,,,,0
case,MAR 2022,202211,12-17,all_types,2939,10029566,2834,6635152,29.303361681,42.71190773,1.457577059,,,,0
case,MAR 2022,202211,18-29,all_types,8241,22711772,7072,12364237,36.285147632,57.197221309,1.576325991,,,,1
case,MAR 2022,202211,30-49,all_types,15260,41871156,9499,13295953.2,36.4451366,71.442790578,1.960283243,,,,1
case,MAR 2022,202211,50-64,all_types,10207,34477105,5411,6691052.700000001,29.605153913,80.869188192,2.731591548,,,,1
case,MAR 2022,202211,65-79,all_types,7045,25413752.7,3321,2210115.25,27.721210965,150.263657065,5.42053005,,,,1
case,MAR 2022,202211,80+,all_types,2536,7387960,1260,1059216.95,34.326119795,118.95580032,3.465460152,,,,1
case,MAR 2022,202211,all_ages_adj,all_types,48436,146969287.7,33344,56163293.1,32.956545383,59.369738061,1.80145514,34.483697301,72.689913034,2.107950096,1
case,MAR 2022,202211,all_ages_adj,Janssen,2993,11242536,33344,56163293.1,26.622107325,59.369738061,2.230091605,21.294722778,72.689913034,3.413517696,1
case,MAR 2022,202211,all_ages_adj,Moderna,16006,51190407,33344,56163293.1,31.267577146,59.369738061,1.898763623,34.966198783,72.689913034,2.078862317,1
case,MAR 2022,202211,all_ages_adj,Pfizer,29364,84445832,33344,56163293.1,34.772586526,59.369738061,1.707371927,35.912488558,72.689913034,2.024084544,1
case,MAR 2022,202212,5-11,all_types,2616,5161215,4264,13854715,50.685739695,30.776526258,0.607202863,,,,0
case,MAR 2022,202212,12-17,all_types,3115,10063326,2687,6603261,30.953980821,40.692015657,1.314597172,,,,0
case,MAR 2022,202212,18-29,all_types,11156,22766069,7825,12315028,49.002750541,63.54025342,1.296667079,,,,1
case,MAR 2022,202212,30-49,all_types,18045,41933710,9377,13244216.2,43.032204878,70.800716769,1.645296051,,,,1
case,MAR 2022,202212,50-64,all_types,11696,34502836,5083,6671922.700000001,33.898662707,76.184935416,2.247431885,,,,1
case,MAR 2022,202212,65-79,all_types,7793,25423462.7,2861,2204810.25,30.652787513,129.761733464,4.233276775,,,,1
case,MAR 2022,202212,80+,all_types,2549,7390433,973,1056926.95,34.490536617,92.059342417,2.669118879,,,,1
case,MAR 2022,202212,all_ages_adj,all_types,56970,147241051.7,33070,55950880.1,38.691655175,59.105415216,1.527601105,40.772434305,69.88043091,1.713913631,1
case,MAR 2022,202212,all_ages_adj,Janssen,3343,11253946,33070,55950880.1,29.705136314,59.105415216,1.989737216,23.983194331,69.88043091,2.913724917,1
case,MAR 2022,202212,all_ages_adj,Moderna,18504,51241660,33070,55950880.1,36.111242298,59.105415216,1.636759398,60.670229683,69.88043091,1.151807588,1
case,MAR 2022,202212,all_ages_adj,Pfizer,35063,84655156,33070,55950880.1,41.418623102,59.105415216,1.427025111,43.051914353,69.88043091,1.623166634,1
case,MAR 2022,202213,5-11,all_types,2783,5230927,3657,13807487,53.202807074,26.485630586,0.497823932,,,,0
case,MAR 2022,202213,12-17,all_types,3363,10092825,2502,6586280,33.320700597,37.988060028,1.140073868,,,,0
case,MAR 2022,202213,18-29,all_types,13254,22814666,9219,12272281,58.094210102,75.120509382,1.293080829,,,,1
case,MAR 2022,202213,30-49,all_types,21854,41988035,10568,13200517.2,52.048160863,80.057469263,1.538142135,,,,1
case,MAR 2022,202213,50-64,all_types,14368,34525133,5399,6652162.700000001,41.616059814,81.161574716,1.950246493,,,,1
case,MAR 2022,202213,65-79,all_types,9076,25432254.7,2930,2193319.25,35.686965655,133.587483901,3.74331304,,,,1
case,MAR 2022,202213,80+,all_types,2834,7392775,1083,1052694.95,38.334725458,102.878806439,2.683697489,,,,1
case,MAR 2022,202213,all_ages_adj,all_types,67532,147476615.7,35358,55764742.1,45.791666482,63.405655022,1.384654892,47.678345576,75.762369757,1.589031013,1
case,MAR 2022,202213,all_ages_adj,Janssen,4034,11264318,35358,55764742.1,35.812199194,63.405655022,1.770504366,28.834477407,75.762369757,2.627492383,1
case,MAR 2022,202213,all_ages_adj,Moderna,22051,51287025,35358,55764742.1,42.995279995,63.405655022,1.474711992,43.810287006,75.762369757,1.729328314,1
case,MAR 2022,202213,all_ages_adj,Pfizer,41392,84835031,35358,55764742.1,48.791165055,63.405655022,1.299531482,50.565550586,75.762369757,1.498300105,1
case,APR 2022,202214,5-11,all_types,3643,5293612,4431,13780925,68.818795182,32.153139212,0.467214503,,,,0
case,APR 2022,202214,12-17,all_types,4394,10118853,3073,6568815,43.423893993,46.781649354,1.077325064,,,,0
case,APR 2022,202214,18-29,all_types,17167,22855309,11482,12231059,75.111651302,93.875763333,1.249816263,,,,1
case,APR 2022,202214,30-49,all_types,28657,42033395,12786,13158894.2,68.176743753,97.166219332,1.425210621,,,,1
case,APR 2022,202214,50-64,all_types,19559,34544421,6823,6627894.700000001,56.619851871,102.943699453,1.818155577,,,,1
case,APR 2022,202214,65-79,all_types,12331,25440794.7,3553,2175260.25,48.469397853,163.336777749,3.369894923,,,,1
case,APR 2022,202214,80+,all_types,3919,7395224,1278,1044443.95,52.993661855,122.361760054,2.30898858,,,,1
case,APR 2022,202214,all_ages_adj,all_types,89670,147681608.7,43426,55587292.1,60.718461012,78.1221721,1.286629648,62.778428742,93.226429379,1.48500737,1
case,APR 2022,202214,all_ages_adj,Janssen,4981,11274714,43426,55587292.1,44.178504217,78.1221721,1.768329949,36.626403805,93.226429379,2.545333958,1
case,APR 2022,202214,all_ages_adj,Moderna,29322,51324056,43426,55587292.1,57.131104369,78.1221721,1.367419254,55.661540564,93.226429379,1.674880509,1
case,APR 2022,202214,all_ages_adj,Pfizer,55300,84993065,43426,55587292.1,65.064131997,78.1221721,1.20069491,67.068512667,93.226429379,1.390017844,1
case,APR 2022,202215,5-11,all_types,4398,5344091,5111,13757675,82.29650281,37.15017254,0.451418606,,,,0
case,APR 2022,202215,12-17,all_types,5324,10139663,3383,6555621,52.506676011,51.604569575,0.982819205,,,,0
case,APR 2022,202215,18-29,all_types,21819,22890815,14164,12188659,95.317707124,116.206384968,1.219147926,,,,1
case,APR 2022,202215,30-49,all_types,37610,42072886,16154,13115718.2,89.392489025,123.165195788,1.37780251,,,,1
case,APR 2022,202215,50-64,all_types,26625,34567712,8650,6601904.700000001,77.022743073,131.022794073,1.701092286,,,,1
case,APR 2022,202215,65-79,all_types,16780,25459519.7,4632,2156786.7,65.908548935,214.763935627,3.258514094,,,,1
case,APR 2022,202215,80+,all_types,5504,7400505,1655,1035609.95,74.373302903,159.809202297,2.148744187,,,,1
case,APR 2022,202215,all_ages_adj,all_types,118060,147875191.7,53749,55411974.55,79.837597262,96.998889566,1.214952515,81.344188796,117.609828091,1.445829503,1
case,APR 2022,202215,all_ages_adj,Janssen,6479,11284353,53749,55411974.55,57.415786266,96.998889566,1.689411499,46.827724844,117.609828091,2.511542649,1
case,APR 2022,202215,all_ages_adj,Moderna,39052,51366236,53749,55411974.55,76.02659459,96.998889566,1.27585472,71.769090713,117.609828091,1.638725347,1
case,APR 2022,202215,all_ages_adj,Pfizer,72392,85136484,53749,55411974.55,85.030525808,96.998889566,1.140753731,87.111204107,117.609828091,1.350111381,1
case,APR 2022,202216,5-11,all_types,4889,5382550,6328,13728844,90.830554291,46.092737305,0.507458505,,,,0
case,APR 2022,202216,12-17,all_types,5805,10156639,3751,6537138,57.154733963,57.379850326,1.003938718,,,,0
case,APR 2022,202216,18-29,all_types,24791,22922099,16421,12154338,108.153271653,135.104026233,1.249190377,,,,1
case,APR 2022,202216,30-49,all_types,44301,42107287,19867,13080207.2,105.209817959,151.885973182,1.443648284,,,,1
case,APR 2022,202216,50-64,all_types,31090,34606451,10429,6579225.700000001,89.838741338,158.514093839,1.764429148,,,,1
case,APR 2022,202216,65-79,all_types,20677,25520665.7,5567,2140546.7,81.020613816,260.073746581,3.209970085,,,,1
case,APR 2022,202216,80+,all_types,7464,7418485,2139,1027219.95,100.613534974,208.231937084,2.069621519,,,,1
case,APR 2022,202216,all_ages_adj,all_types,139017,148114176.7,64502,55247519.55,93.857997322,116.750942894,1.243910442,94.63336305,142.506715005,1.505882391,1
case,APR 2022,202216,all_ages_adj,Janssen,7781,11293005,64502,55247519.55,68.901058664,116.750942894,1.69447241,57.206631564,142.506715005,2.491087329,1
case,APR 2022,202216,all_ages_adj,Moderna,46399,51440778,64502,55247519.55,90.198869076,116.750942894,1.29437258,94.381353946,142.506715005,1.509903271,1
case,APR 2022,202216,all_ages_adj,Pfizer,84695,85295252,64502,55247519.55,99.296265635,116.750942894,1.175783824,101.294728635,142.506715005,1.406852231,1
case,APR 2022,202217,5-11,all_types,7164,5416208,9507,13703015,132.269661726,69.378892164,0.524526118,,,,0
case,APR 2022,202217,12-17,all_types,8718,10172020,5884,6522240,85.705690708,90.214404867,1.05260694,,,,0
case,APR 2022,202217,18-29,all_types,30984,22950832,19974,12119937,135.001641771,164.802836846,1.220746909,,,,1
case,APR 2022,202217,30-49,all_types,57619,42139119,25393,13045146.2,136.73517949,194.654775122,1.423589568,,,,1
case,APR 2022,202217,50-64,all_types,39969,34645133,13096,6557069.700000001,115.366853982,199.723361184,1.731202285,,,,1
case,APR 2022,202217,65-79,all_types,25379,25580921.55,6929,2125682.7,99.210655685,325.96586499,3.285593294,,,,1
case,APR 2022,202217,80+,all_types,9188,7438584,2877,1019078.95,123.518131946,282.313750078,2.28560573,,,,1
case,APR 2022,202217,all_ages_adj,all_types,179021,148342817.55,83660,55092169.55,120.680598466,151.854611433,1.258318349,123.564238137,183.14349966,1.48217237,1
case,APR 2022,202217,all_ages_adj,Janssen,9650,11301244,83660,55092169.55,85.388829761,151.854611433,1.778389654,69.334021783,183.14349966,2.641466555,1
case,APR 2022,202217,all_ages_adj,Moderna,59083,51513845,83660,55092169.55,114.69343824,151.854611433,1.324004353,122.71843913,183.14349966,1.492387786,1
case,APR 2022,202217,all_ages_adj,Pfizer,110112,85447723,83660,55092169.55,128.864756291,151.854611433,1.178402969,132.103873803,183.14349966,1.386359797,1
case,MAY 2022,202218,5-11,all_types,9884,5446305,13180,13678389,181.480838844,96.356376471,0.530945179,,,,0
case,MAY 2022,202218,12-17,all_types,12267,10187458,8473,6508327,120.412766364,130.187066507,1.081173288,,,,0
case,MAY 2022,202218,18-29,all_types,38563,22977004,25294,12086763,167.833021224,209.270257057,1.246895608,,,,1
case,MAY 2022,202218,30-49,all_types,75538,42167316,33522,13011055.2,179.138743381,257.642439331,1.438228462,,,,1
case,MAY 2022,202218,50-64,all_types,52401,34679138,17279,6536149.700000001,151.102371691,264.360530176,1.749545869,,,,1
case,MAY 2022,202218,65-79,all_types,32074,25628561.55,8805,2112452.7,125.149435084,416.814066417,3.330530946,,,,1
case,MAY 2022,202218,80+,all_types,10821,7456081,3373,1011793.95,145.129861116,333.368271277,2.297034316,,,,1
case,MAY 2022,202218,all_ages_adj,all_types,231548,148541863.55,109926,54944930.55,155.880634904,200.065772947,1.283454953,160.895666868,239.47239464,1.48837069,1
case,MAY 2022,202218,all_ages_adj,Janssen,12500,11309282,109926,54944930.55,110.528679009,200.065772947,1.810080196,95.001077546,239.47239464,2.520733457,1
case,MAY 2022,202218,all_ages_adj,Moderna,76575,51575809,109926,54944930.55,148.470768534,200.065772947,1.347509513,153.370518596,239.47239464,1.561397828,1
